PART_ID,TOUCHDOWN,X_COORD,Y_COORD,SITE,DEVICE_PF,DEVICE_PF_INT,BANDGAP_VOLTAGE,BANDGAP_VOLTAGE_PF,OFFSET_VOLTAGE,OFFSET_VOLTAGE_PF,PIN1_LEAKAGE,PIN1_LEAKAGE_PF,PIN2_LEAKAGE,PIN2_LEAKAGE_PF,PLL_FREQ,PLL_FREQ_PF,PROP_DELAY,PROP_DELAY_PF,SUPPLY_CURRENT,SUPPLY_CURRENT_PF
64,16,4,33,S4,PASS,1,1.1979242356553232,P,0.5559925917117433,P,1.0893542231811453,P,0.7925385869037068,P,20.348350219110415,P,16.750564742928994,P,11.459483447725889,P
65,17,4,34,S1,PASS,1,1.1985623343173406,P,0.35684068896245297,P,0.9332026636656093,P,0.9743387030606239,P,20.175207266707275,P,16.69958668559278,P,14.185340868107854,P
66,17,4,35,S2,PASS,1,1.194743187782453,P,1.3430637125670033,P,0.9597452325921789,P,1.22294181601954,P,20.159023478620853,P,17.058033812530212,P,11.244738265091783,P
67,17,4,36,S3,FAIL,0,1.227121443850652,F,-0.25493978773589027,P,1.15355075899393,P,0.9978900048074776,P,20.421688528234828,P,16.95238952179161,P,10.606332630856327,P
68,17,4,37,S4,PASS,1,1.1992210991450118,P,0.7033950734272345,P,1.0581238011442715,P,0.9116404148607747,P,19.7747700344761,P,17.151599498868354,P,12.07987626589116,P
69,18,5,12,S1,PASS,1,1.1969684036283168,P,0.6905457654926517,P,1.1013766324174576,P,1.0474413634752175,P,20.256816539109305,P,16.90567880038938,P,11.140618095064875,P
70,18,5,13,S2,PASS,1,1.1994130887454701,P,0.9415770151481326,P,0.9621399528592102,P,0.9932864061050174,P,19.894948469774956,P,16.92124503059302,P,10.929141930455877,P
71,18,5,14,S3,FAIL,0,1.2149697789346734,P,-0.19852491678268647,P,1.154430924836062,P,1.0535754747943433,P,20.99047075982312,F,17.135909571091187,P,13.254680730692954,P
72,18,5,15,S4,PASS,1,1.2083801792118665,P,0.10669168065488835,P,0.9453738751027501,P,0.9195079098060365,P,19.658734585624476,P,17.253740781769736,P,12.428711218019519,P
73,19,5,16,S1,PASS,1,1.2023572084383674,P,-1.0271602879717543,P,1.0953855748594798,P,0.9118768835891784,P,20.09001203476228,P,16.787181820545886,P,11.604841442840312,P
74,19,5,17,S2,PASS,1,1.1912402594660614,P,0.6073000464666614,P,0.9569338577563039,P,0.9449182521854221,P,19.791571938295206,P,16.76143441241704,P,10.97059103699645,P
75,19,5,18,S3,PASS,1,1.197566933637831,P,-0.47636799018406306,P,0.8015741864595385,P,1.0886284819097847,P,20.204651113408254,P,17.251282497404752,P,12.450983008666865,P
76,19,5,19,S4,PASS,1,1.2157787041174,P,0.04826856090517412,P,0.8844053708381634,P,0.9611493365540837,P,19.896259717080987,P,16.795501627888726,P,12.270221066530532,P
77,20,5,20,S1,PASS,1,1.2174041502993243,P,-0.21560046211223072,P,0.8750995489234087,P,0.8256785036974448,P,19.996489514792906,P,16.973180503203015,P,12.504796488342915,P
78,20,5,21,S2,PASS,1,1.210895088179672,P,0.684124252743683,P,0.9920217317469824,P,0.7575420873149454,P,20.39020424456491,P,17.08115386563118,P,11.022174460989257,P
79,20,5,22,S3,FAIL,0,1.2122217073212995,P,-0.38525711257192125,P,0.7442655620696185,P,0.85496794724008,P,20.573619543150265,F,17.13228736969524,P,12.012761604585457,P
80,20,5,23,S4,PASS,1,1.2047134132577746,P,-0.7403655312092794,P,0.9893826852905163,P,0.8774938041969027,P,19.804740145097497,P,16.866278888236337,P,11.984925247112113,P
81,21,5,24,S1,PASS,1,1.1854334784239098,P,-0.03715635641714992,P,0.9002033828644105,P,0.785347663736024,P,20.070861706356727,P,17.24178371804232,P,11.607689783257653,P
82,21,5,25,S2,PASS,1,1.2056431213642604,P,0.8756167171013183,P,0.8110524819814736,P,0.8852584688370622,P,19.872209828032922,P,16.987360295707145,P,11.043219329968917,P
83,21,5,26,S3,PASS,1,1.1889356196920136,P,-0.14262752050673194,P,0.936350139155423,P,1.0073117111070211,P,20.45065631912588,P,17.12568892420253,P,11.44995856762705,P
84,21,5,27,S4,PASS,1,1.1886167687640674,P,1.4558279492121817,P,0.8500469734256064,P,0.958921878759093,P,19.89775897382949,P,16.649587659304323,P,10.24334145223084,P
85,22,5,28,S1,PASS,1,1.205652889108618,P,0.5298599730323568,P,0.9680632111779118,P,1.0476769831201873,P,19.933970421693065,P,16.653734693955073,P,11.997030386979977,P
86,22,5,29,S2,PASS,1,1.2071465841272915,P,-0.230691891384309,P,0.9040137730101149,P,0.8872184109300003,P,19.70996455139926,P,16.791098714614666,P,11.709004444237799,P
87,22,5,30,S3,PASS,1,1.2128025291767548,P,-0.04952072898658191,P,0.8885738279579325,P,1.0819822509805628,P,20.495203429961173,P,16.822561650796306,P,11.639302922548689,P
88,22,5,31,S4,FAIL,0,1.2037528519040288,P,0.3923689984968981,P,0.8283613090564368,P,1.0315200951072476,P,19.4175526245717,F,17.233691121501916,P,10.734855050051209,P
89,23,5,32,S1,PASS,1,1.2100179353928626,P,0.9809793791854672,P,1.0366565427757268,P,1.0282866973435094,P,19.920962677402123,P,16.955136320341083,P,12.16353558737196,P
90,23,5,33,S2,PASS,1,1.1926065505494865,P,1.7390524622558887,P,0.9851515291100644,P,0.9053530757903382,P,20.119349913420216,P,17.003859887582195,P,12.886722466178293,P
91,23,5,34,S3,PASS,1,1.1831664246085867,P,0.9416478975929815,P,0.9680125089145025,P,0.8849284389448894,P,20.13432948883145,P,17.316870305170212,P,11.021658404243377,P
92,23,5,35,S4,FAIL,0,1.2042846586111102,P,0.7201615167270812,P,0.9433208727473202,P,0.9529975967346053,P,19.427211103895804,F,17.399116359079443,P,12.470004200871196,P
93,24,5,36,S1,PASS,1,1.1953780204094235,P,0.6355039554176998,P,1.0723992444007433,P,1.0134011825840608,P,20.138494249594793,P,17.100979009945103,P,11.065737416923785,P
94,24,5,37,S2,PASS,1,1.1797834910859955,P,0.9505821202531607,P,0.9555448198988628,P,0.8232930821139959,P,20.24186060319507,P,16.928120448855356,P,12.248334246334077,P
95,24,5,38,S3,FAIL,0,1.1875907945167954,P,-1.0357035373919588,P,0.947056595077054,P,0.868281183168923,P,20.633079176555892,F,16.817618765600933,P,10.596107898071757,P
96,24,6,11,S4,PASS,1,1.2184836378866597,P,-0.32048922940590846,P,0.8838958119194925,P,0.9613423699965361,P,20.08833176399885,P,16.89290471680764,P,12.828982579101096,P
97,25,6,12,S1,PASS,1,1.2089305355322775,P,-0.7406248942575298,P,0.9911916199052786,P,1.0889215121134026,P,19.699520287040556,P,17.289944795017238,P,13.308014233731726,P
98,25,6,13,S2,PASS,1,1.2220207976043627,P,-1.0112599801718993,P,1.117824991886845,P,0.895447910741277,P,19.665411737238525,P,17.068991944751954,P,11.083107743509887,P
99,25,6,14,S3,FAIL,0,1.208970287555556,P,-0.16951333484353845,P,0.9448498431857718,P,0.8671083225321162,P,20.679205402757898,F,17.244803615912446,P,12.715413604062155,P
100,25,6,15,S4,PASS,1,1.205779418746569,P,0.2574413232501841,P,1.0516726209792484,P,0.9687456110704802,P,19.90671114129924,P,17.286240782137266,P,13.79377487704744,P
101,26,6,16,S1,PASS,1,1.19594433579281,P,-0.7699135401110999,P,0.8687280003325064,P,0.6998116724274406,P,20.167329848297495,P,16.889879063527292,P,12.560104094370244,P
102,26,6,17,S2,PASS,1,1.2063467268843358,P,-0.4614226690102453,P,1.1367924112147998,P,0.8450802315549307,P,19.847780748218817,P,16.886552627558963,P,12.63367911275619,P
103,26,6,18,S3,FAIL,0,1.1955129555376045,P,0.7424221612522633,P,0.8407758502817168,P,0.8502652337883234,P,20.569376916973546,F,16.83615714493505,P,12.24135355843396,P
104,26,6,19,S4,PASS,1,1.2068954776796423,P,-0.462386429556207,P,0.936548184525842,P,1.0986881292471193,P,19.90850729545745,P,17.248766671780878,P,11.387399279663356,P
105,27,6,20,S1,PASS,1,1.2040127761560755,P,0.3727935960556165,P,0.8486845210840679,P,0.9509492794584342,P,20.20155444879182,P,17.072957292611235,P,12.895523475901115,P
106,27,6,21,S2,PASS,1,1.1977586383160201,P,-1.867232563241186,P,0.7727177789070436,P,0.8560935670070371,P,19.709242552055024,P,17.05569475058758,P,10.742183097320837,P
107,27,6,22,S3,PASS,1,1.223264775888136,P,-1.452646677030553,P,0.9185994214651915,P,0.732708760999876,P,20.15490367180074,P,17.330303502553754,P,10.867922754997458,P
108,27,6,23,S4,PASS,1,1.1922487860969033,P,-0.3918388300815412,P,0.9645697858894707,P,1.037326319596775,P,19.939295177319984,P,17.061800730314918,P,11.399550553867261,P
109,28,6,24,S1,PASS,1,1.2086665326242747,P,0.8658778256135167,P,0.8344945285215449,P,0.8209932959707139,P,19.69375008033468,P,16.900893633562028,P,11.189646645326656,P
110,28,6,25,S2,PASS,1,1.1956973684258132,P,-0.22076481150996657,P,0.7559406898000578,P,0.6722732087009279,P,20.17723330446105,P,17.134950210075083,P,11.263871445651894,P
111,28,6,26,S3,PASS,1,1.188942009746527,P,0.9114724085636997,P,0.8446217748609629,P,1.0607987234418663,P,20.499683193712837,P,17.174407786035104,P,10.966543113417625,P
112,28,6,27,S4,PASS,1,1.1944732178226267,P,0.5425476482825567,P,0.9036051794686674,P,0.9252804126285302,P,19.796222578179943,P,16.974992668398453,P,12.00033457054565,P
113,29,6,28,S1,FAIL,0,1.1941475992915045,P,0.8831486289720214,P,0.8462473795618844,P,0.8888858165311794,P,20.128851993308057,P,17.55502493533269,F,12.877904891829598,P
114,29,6,29,S2,PASS,1,1.2064053755245765,P,1.886715386382363,P,0.8518969243796328,P,0.9944857727767491,P,19.94114373278503,P,17.081961048155993,P,11.428906340415551,P
115,29,6,30,S3,FAIL,0,1.208460589998705,P,0.6725030035627992,P,0.8472120772244929,P,0.8969275697489671,P,20.789622302084208,F,17.0969953985668,P,12.526928930091296,P
116,29,6,31,S4,PASS,1,1.206759947933008,P,-0.2691977438804292,P,0.8992845339650857,P,0.9916930011360678,P,20.03071233869331,P,17.263568612078743,P,12.706248574356959,P
117,30,6,32,S1,PASS,1,1.191924341313188,P,0.1469482502307891,P,0.8386838578998412,P,0.9257316645746447,P,19.997033527561275,P,17.065923056812423,P,11.631371366911564,P
118,30,6,33,S2,PASS,1,1.1951498228148048,P,0.3250888265436258,P,0.9569732844226548,P,1.0566175858376055,P,20.298195447324787,P,17.057204699125688,P,11.855665826265652,P
119,30,6,34,S3,FAIL,0,1.18047785563189,P,0.17559110106708653,P,0.8450831830284998,P,1.0808502482540487,P,20.582284521967086,F,17.16474343254016,P,12.12763691851717,P
120,30,6,35,S4,PASS,1,1.2092000695994518,P,0.7512651730068313,P,0.925469953451239,P,0.9637668565768932,P,19.83563204041498,P,16.878491128604043,P,13.825347359859917,P
121,31,6,36,S1,FAIL,0,1.2080796449484765,P,0.20714301422189296,P,0.8618733252544543,P,0.8675428738399857,P,20.024749492545535,P,17.615891372903715,F,10.886509199057283,P
122,31,6,37,S2,PASS,1,1.1960809547786007,P,0.6560351702228789,P,1.0748657399519574,P,0.9612382098536983,P,19.667173860555348,P,16.951998866930605,P,14.174251802308174,P
123,31,6,38,S3,FAIL,0,1.2005686742675923,P,-0.15615569824451564,P,1.1118448232512832,P,1.2270499735904032,P,20.818391209759742,F,17.02470933252575,P,11.734471803957764,P
124,31,6,39,S4,PASS,1,1.1805392814898927,P,0.5614593527111772,P,1.1886860571506568,P,0.8893931504794338,P,20.454043809788896,P,16.808276289439796,P,12.127711759124335,P
125,32,7,9,S1,PASS,1,1.1884017725755671,P,0.6675094399599466,P,1.2158048873967524,P,1.1277041595395487,P,20.15391189716268,P,17.01546871969036,P,11.650512686714755,P
126,32,7,10,S2,PASS,1,1.183989523789394,P,-0.10421253656310621,P,1.1579087153124799,P,1.0388491318485094,P,20.049531520111664,P,17.19006982201037,P,14.185295834041405,P
127,32,7,11,S3,PASS,1,1.2014922896686089,P,-0.7445505998476536,P,1.1217035208620851,P,1.0706375990194754,P,20.278592889942008,P,17.010666266405902,P,11.964078388634961,P
128,32,7,12,S4,FAIL,0,1.2188488159319577,P,-0.5396496878378575,P,1.0460886257275543,P,1.0454274563733146,P,20.082090616913916,P,17.531511432522688,F,10.754369603370588,P
129,33,7,13,S1,FAIL,0,1.210314052862437,P,-0.3274976541482251,P,1.002472400738094,P,0.9727401340837912,P,20.067123176655734,P,17.520613376658662,F,12.173275130207657,P
130,33,7,14,S2,PASS,1,1.1821206814516791,P,-1.0805342784129452,P,0.9877594651119062,P,0.8989842076296629,P,19.853365375571247,P,16.917253576428045,P,10.3282158731866,P
131,33,7,15,S3,PASS,1,1.201153857238753,P,-0.1791900019333918,P,1.0327348925671036,P,0.9269094111755084,P,20.362086583501657,P,16.97864321348833,P,12.739554254111443,P
132,33,7,16,S4,PASS,1,1.2059080111745326,P,-0.7008602260722623,P,0.9086770852570157,P,0.7953316981985342,P,19.78150091183762,P,16.839382146926855,P,11.091593304299256,P
133,34,7,17,S1,PASS,1,1.197039708403722,P,-0.14087123140748814,P,0.9997922994824725,P,0.9624530158495679,P,20.0437568052645,P,17.007865668165813,P,14.066461242775802,P
134,34,7,18,S2,PASS,1,1.2025738406641087,P,-0.9498774892781342,P,0.8416819051552674,P,0.9837482544678327,P,19.80344416363736,P,16.95357522335739,P,12.220692000199858,P
135,34,7,19,S3,PASS,1,1.2182361027284858,P,0.448090148685359,P,0.9393761137477281,P,0.8355737800134002,P,20.323613989820057,P,16.975253336074193,P,13.184369443042877,P
136,34,7,20,S4,PASS,1,1.2023670652402694,P,-0.26894423091578684,P,0.9874008270163319,P,0.7599201328081022,P,20.09378262547036,P,17.02395672279967,P,11.89415381016879,P
137,35,7,21,S1,PASS,1,1.1908750592119062,P,0.6804833276188926,P,0.8028870924465386,P,0.8606569236926704,P,19.995989497596053,P,17.06131596828564,P,11.324071347648033,P
138,35,7,22,S2,PASS,1,1.2059189044662475,P,0.31055357611393153,P,0.922272049536548,P,0.749390508699594,P,20.342354352480793,P,16.790582350971935,P,13.876872049514086,P
139,35,7,23,S3,PASS,1,1.2025865760831478,P,-0.02328640343019693,P,0.8129053926840145,P,0.8461073624523964,P,20.368877718948557,P,17.14919117520623,P,12.314393922238711,P
140,35,7,24,S4,PASS,1,1.1985658019911651,P,-0.8050947469605497,P,0.7864455475321493,P,0.904680154144264,P,20.025558175520096,P,16.944094043442952,P,12.470599371522916,P
141,36,7,25,S1,PASS,1,1.1878791244003193,P,0.2489612304180999,P,0.7456466900090266,P,0.7590064993066177,P,20.310280856454643,P,17.093009193394384,P,13.233893780751691,P
142,36,7,26,S2,PASS,1,1.191851676044946,P,-0.9562229791448535,P,0.7287063975017157,P,0.5706657065951094,P,20.232069023866778,P,16.9073886153606,P,12.147935938260979,P
143,36,7,27,S3,FAIL,0,1.214357625739071,P,-0.8069315879796424,P,0.758666103086488,P,0.9513034449646856,P,20.542457663972762,F,16.69201093258247,P,11.615843294791667,P
144,36,7,28,S4,PASS,1,1.1953346997957033,P,-0.1969716415055792,P,0.8072351442392086,P,0.8575544586388503,P,20.219828071010102,P,16.671502300256,P,12.13959069868006,P
145,37,7,29,S1,PASS,1,1.2024200744242113,P,-1.347295142589533,P,0.7622104202080872,P,0.7775199991334951,P,20.23125251599227,P,16.78061439594586,P,11.841181790458808,P
146,37,7,30,S2,FAIL,0,1.189510958592559,P,2.0935539120178333,F,0.8562110024250381,P,0.7291665926857354,P,20.045024435520755,P,16.87445926686313,P,11.833531139099806,P
147,37,7,31,S3,FAIL,0,1.1961450268130247,P,-0.19086652261455456,P,0.7934722607456174,P,0.8295021978377245,P,20.614391720500887,F,17.22136959963785,P,11.74419501946734,P
148,37,7,32,S4,PASS,1,1.2057516550968472,P,-1.6452231074617907,P,0.8896114963670241,P,1.0097983449252803,P,20.017628010619426,P,17.19678325632429,P,12.424347434297074,P
